Time Floor FloorButton CarButton
04:30:03.0 17 Up 20
05:47:07.0 21 Down 14
09:53:48.0 5 Down 3
11:08:25.0 3 Down 1
20:22:47.0 16 Up 19
16:06:35.0 10 Down 2
16:26:12.0 17 Up 21
00:57:11.0 10 Up 21
16:56:08.0 5 Down 3
03:05:00.0 3 Up 4
22:05:27.0 19 Down 6
13:14:40.0 21 Up 22
17:16:58.0 11 Up 17
01:14:41.0 4 Down 1
04:38:38.0 20 Down 12
06:40:23.0 14 Up 17
15:42:08.0 11 Up 18
23:05:49.0 15 Down 3
13:31:51.0 2 Up 17
13:08:57.0 7 Up 20
11:32:51.0 11 Down 3
23:46:19.0 19 Up 21
14:06:59.0 1 Up 17
09:20:42.0 6 Up 18
05:08:42.0 21 Up 22
00:53:19.0 20 Up 21
16:59:41.0 10 Up 21
03:16:31.0 10 Up 20
11:24:33.0 19 Up 20
17:58:21.0 8 Down 4
15:37:18.0 15 Down 1
20:05:40.0 14 Up 16
14:25:58.0 14 Down 9
15:53:46.0 1 Up 14
10:05:54.0 7 Down 1
09:50:32.0 10 Down 8
17:48:52.0 10 Down 1
11:38:52.0 10 Up 15
04:29:53.0 7 Down 5
08:15:18.0 9 Down 7
06:05:32.0 15 Up 17
00:31:34.0 20 Down 16
12:46:34.0 13 Up 16
06:57:08.0 11 Up 13
07:12:55.0 10 Up 13
14:03:08.0 15 Down 10
06:08:09.0 14 Up 16
12:51:10.0 5 Up 15
20:06:52.0 21 Down 18
19:13:56.0 21 Up 22
13:15:46.0 19 Down 15
07:16:41.0 11 Up 19
18:06:06.0 6 Down 4
13:34:25.0 6 Down 4
09:44:44.0 20 Up 21
02:34:14.0 14 Down 4
07:20:44.0 20 Down 9
11:42:38.0 16 Up 20
09:04:38.0 18 Up 20
22:07:43.0 17 Up 21
01:11:06.0 14 Down 5
23:41:34.0 12 Up 21
15:37:12.0 19 Up 21
20:43:04.0 14 Down 5
06:15:45.0 10 Up 16
03:04:55.0 17 Up 21
08:08:36.0 7 Up 20
06:42:08.0 17 Up 18
14:39:17.0 16 Up 17
11:20:09.0 15 Up 17
13:26:54.0 17 Up 19
11:51:13.0 2 Up 9
09:07:08.0 21 Up 22
13:39:15.0 17 Down 10
14:57:55.0 13 Up 18
08:39:03.0 17 Down 4
16:39:24.0 13 Up 16
01:44:13.0 1 Up 21
18:01:04.0 13 Up 15
17:38:37.0 6 Up 16
14:01:14.0 16 Up 18
00:56:10.0 18 Up 19
12:32:52.0 20 Down 12
16:50:56.0 4 Up 20
08:04:42.0 13 Up 16
01:37:47.0 1 Up 21
23:48:04.0 13 Up 19
01:42:53.0 10 Down 2
05:28:24.0 18 Up 21
21:11:11.0 9 Up 19
21:53:35.0 14 Down 10
14:53:38.0 5 Down 1
12:28:42.0 9 Down 7
11:40:33.0 1 Up 19
17:44:34.0 2 Down 1
12:28:29.0 6 Up 21
21:45:41.0 15 Up 19
13:03:03.0 15 Down 8
05:07:39.0 1 Up 5
09:50:09.0 4 Down 2
16:20:03.0 21 Up 22
12:18:25.0 15 Up 17
07:52:57.0 15 Up 21
09:58:15.0 21 Up 22
20:58:35.0 11 Down 2
00:12:05.0 17 Up 19
03:04:18.0 13 Up 21
08:27:26.0 13 Down 5
23:26:43.0 4 Up 9
16:38:56.0 15 Up 17
06:28:44.0 21 Up 22
20:42:59.0 6 Down 4
10:06:36.0 3 Down 1
01:59:22.0 7 Down 3
14:20:29.0 4 Up 6
05:49:21.0 15 Down 6
17:42:47.0 21 Up 22
18:49:31.0 12 Down 9
13:24:46.0 6 Up 13
03:00:27.0 14 Up 18
19:49:49.0 9 Down 2
13:43:31.0 7 Down 1
09:28:25.0 12 Up 14
06:04:51.0 4 Down 1
14:04:06.0 19 Up 20
04:10:15.0 8 Down 6
21:43:53.0 4 Down 2
07:44:02.0 6 Up 18
04:17:12.0 8 Down 6
20:31:53.0 11 Up 15
02:57:30.0 14 Down 10
15:27:54.0 5 Down 2
01:18:10.0 21 Up 22
18:54:24.0 21 Up 22
14:27:55.0 17 Up 20
10:37:34.0 20 Down 8
04:12:25.0 3 Up 19
19:42:27.0 17 Down 13
17:19:18.0 11 Down 2
01:51:40.0 9 Up 10
05:48:09.0 7 Up 14
00:34:16.0 5 Up 14
06:34:42.0 20 Down 16
00:54:08.0 21 Down 19
21:26:24.0 6 Up 15
10:24:29.0 5 Down 3
16:17:59.0 15 Up 16
01:17:59.0 1 Up 18
04:35:05.0 10 Up 21
21:29:00.0 9 Up 12
11:38:10.0 2 Down 1
19:54:03.0 14 Up 17
07:37:15.0 7 Up 20
20:54:55.0 21 Up 22
04:41:38.0 16 Down 6
14:03:32.0 3 Down 1
16:45:19.0 7 Down 1
10:11:12.0 5 Down 1
20:39:51.0 6 Up 21
15:53:11.0 13 Up 16
10:01:58.0 14 Down 4
14:59:11.0 5 Up 15
21:18:45.0 7 Up 21
02:22:40.0 8 Up 20
21:49:04.0 19 Up 21
00:19:10.0 10 Down 5
01:45:45.0 8 Down 5
03:49:12.0 1 Up 8
22:48:06.0 3 Up 12
16:57:33.0 18 Down 5
22:23:10.0 7 Up 14
11:35:29.0 17 Down 2
19:49:24.0 12 Up 13
05:59:59.0 8 Up 16
21:32:17.0 17 Up 19
16:36:03.0 3 Up 11
09:25:47.0 13 Up 14
13:46:08.0 10 Down 3
21:20:35.0 16 Up 17
11:05:04.0 8 Down 3
09:23:23.0 13 Up 17
20:32:58.0 2 Up 16
22:11:23.0 14 Up 15
03:24:20.0 12 Down 7
02:03:33.0 10 Down 3
07:41:14.0 17 Up 20
23:51:54.0 4 Up 11
16:13:16.0 17 Down 12
09:14:48.0 16 Down 5
11:27:37.0 12 Up 15
15:40:01.0 15 Up 18
01:59:03.0 18 Up 20
08:40:39.0 12 Up 19
09:07:35.0 9 Up 18
03:56:03.0 13 Up 19
16:25:26.0 21 Up 22
14:30:28.0 9 Up 21
04:17:39.0 6 Down 1
23:54:59.0 7 Down 5
16:44:44.0 2 Up 3
01:38:04.0 2 Up 21
21:17:44.0 16 Up 18
00:01:16.0 7 Down 4
10:30:19.0 17 Up 19
14:02:21.0 8 Up 17
11:43:39.0 9 Down 6
23:02:53.0 15 Up 18
16:54:16.0 7 Up 9
03:37:26.0 15 Up 17
11:17:08.0 4 Down 2
10:15:20.0 3 Up 10
23:49:14.0 5 Up 9
06:28:27.0 6 Down 2
09:50:54.0 15 Up 21
12:19:50.0 10 Up 20
06:07:48.0 1 Up 12
05:07:33.0 6 Down 4
13:18:23.0 8 Up 17
03:32:44.0 20 Down 5
02:06:23.0 6 Down 3
19:51:58.0 21 Up 22
02:10:03.0 12 Down 2
01:53:19.0 5 Down 2
15:29:18.0 18 Down 1
21:12:54.0 16 Up 17
22:21:41.0 1 Up 5
20:06:59.0 3 Up 8
01:06:36.0 11 Down 1
00:38:24.0 7 Down 4
16:42:41.0 9 Down 4
12:23:41.0 3 Up 12
00:34:24.0 9 Up 14
03:52:52.0 11 Up 20
03:32:43.0 11 Down 6
00:18:31.0 11 Up 19
15:46:22.0 18 Up 19
01:31:07.0 21 Down 13
07:05:52.0 7 Down 2
11:32:09.0 8 Down 3
05:29:29.0 11 Up 18
01:36:24.0 7 Down 5
19:11:22.0 6 Up 14
00:52:36.0 19 Up 20
18:14:41.0 20 Up 21
00:17:46.0 8 Up 21
05:30:37.0 9 Down 7
13:20:13.0 8 Up 21
03:38:54.0 14 Down 4
07:51:43.0 21 Up 22
11:49:37.0 18 Up 20
03:51:00.0 10 Up 16
04:00:17.0 4 Down 1
05:17:56.0 4 Up 5
01:25:15.0 13 Down 7
06:47:50.0 19 Down 1
15:59:06.0 6 Down 1
18:05:01.0 15 Up 19
05:29:11.0 14 Up 15
03:18:06.0 6 Down 3
06:18:07.0 16 Up 17
11:10:14.0 17 Down 14
07:12:52.0 6 Down 4
07:51:10.0 6 Down 3
00:34:55.0 9 Down 1
23:33:54.0 4 Up 7
09:54:39.0 19 Down 15
21:08:49.0 4 Up 16
01:17:09.0 5 Up 9
16:23:47.0 8 Down 6
22:05:10.0 1 Up 6
14:22:18.0 8 Up 11
03:04:57.0 13 Down 11
02:00:50.0 11 Up 21
12:12:41.0 14 Down 6
06:21:10.0 5 Down 2
19:02:15.0 2 Down 1
09:16:12.0 13 Down 2
15:46:22.0 8 Up 20
05:04:51.0 20 Down 12
19:12:35.0 11 Up 15
02:03:14.0 12 Up 14
20:53:35.0 11 Down 1
01:51:06.0 2 Up 20
09:47:47.0 11 Down 4
15:03:09.0 18 Down 6
14:49:11.0 8 Down 4
11:32:35.0 4 Down 2
18:51:20.0 21 Down 17
01:55:03.0 12 Up 17
15:32:32.0 6 Up 14
00:26:10.0 7 Up 10
07:58:36.0 14 Down 12
18:13:56.0 20 Up 21
00:39:25.0 6 Down 3
16:07:40.0 17 Up 20
23:42:46.0 1 Up 20
22:06:26.0 11 Up 18
12:34:18.0 4 Up 12
12:04:52.0 14 Down 11
03:59:16.0 1 Up 10
18:21:51.0 10 Up 20
00:11:51.0 9 Up 15
07:28:08.0 15 Up 21
11:11:24.0 10 Up 20
04:22:33.0 1 Up 11
01:01:35.0 10 Down 2
14:31:40.0 6 Down 3
12:18:37.0 20 Up 21
23:57:22.0 10 Down 7
17:13:46.0 8 Up 18
02:42:39.0 10 Down 3
05:18:29.0 7 Down 1
05:31:22.0 7 Down 2
15:47:46.0 1 Up 7
04:15:38.0 12 Down 7
12:23:29.0 21 Down 6
07:51:46.0 8 Down 1
06:20:25.0 21 Down 9
18:26:59.0 3 Down 1
05:22:25.0 5 Down 3
09:42:21.0 21 Down 11
04:03:22.0 9 Down 2
07:20:52.0 14 Up 17
02:24:34.0 10 Up 19
13:43:04.0 9 Down 2
23:01:55.0 7 Down 2
14:02:37.0 17 Down 9
14:34:54.0 14 Down 5
12:26:50.0 19 Up 21
02:18:12.0 12 Down 5
01:29:03.0 6 Up 14
12:09:51.0 4 Up 18
12:50:50.0 19 Down 11
07:10:36.0 15 Down 6
19:57:37.0 7 Down 1
12:01:44.0 10 Down 6
08:28:02.0 2 Up 12
01:36:15.0 7 Up 15
12:21:01.0 4 Up 13
07:28:24.0 18 Down 2
08:15:36.0 15 Up 16
05:44:30.0 4 Up 7
20:59:41.0 7 Down 2
00:48:02.0 5 Down 3
20:11:56.0 7 Up 18
07:43:56.0 2 Down 1
09:52:54.0 3 Down 1
11:28:33.0 21 Down 5
04:26:56.0 1 Up 13
13:11:12.0 20 Down 18
02:16:08.0 14 Down 7
13:39:18.0 16 Up 17
21:53:01.0 16 Down 2
05:44:55.0 16 Down 14
20:36:28.0 15 Down 9
14:59:33.0 15 Up 17
06:25:26.0 3 Down 1
02:18:23.0 17 Up 18
12:09:40.0 15 Down 11
10:02:06.0 4 Down 2
00:51:34.0 17 Up 21
13:30:56.0 15 Up 19
13:41:36.0 17 Up 21
07:54:48.0 18 Down 4
13:44:00.0 20 Up 21
23:32:20.0 13 Down 11
01:57:39.0 8 Up 10
21:17:13.0 6 Up 12
10:38:21.0 11 Down 7
01:45:43.0 20 Up 21
17:22:35.0 10 Down 7
02:32:59.0 2 Down 1
21:22:23.0 12 Up 15
17:51:31.0 3 Up 4
17:41:51.0 4 Up 11
07:58:10.0 13 Up 21
03:50:59.0 12 Up 17
00:41:16.0 10 Up 16
17:58:16.0 6 Up 14
10:18:12.0 6 Up 11
09:41:30.0 11 Up 16
03:53:57.0 20 Down 1
20:35:17.0 5 Down 3
22:07:31.0 5 Up 19
19:38:33.0 16 Down 6
22:17:49.0 19 Up 20
05:57:20.0 13 Up 15
14:41:33.0 20 Up 21
07:48:35.0 12 Up 17
03:53:53.0 18 Down 16
23:24:34.0 11 Down 7
15:38:17.0 18 Up 21
18:41:16.0 13 Up 21
14:09:02.0 14 Down 5
16:52:54.0 21 Down 3
17:36:45.0 6 Up 8
20:31:09.0 12 Down 10
03:30:27.0 2 Down 1
14:16:19.0 19 Up 21
07:17:36.0 18 Down 13
07:28:27.0 17 Down 9
01:36:22.0 21 Up 22
04:57:12.0 3 Down 1
18:55:41.0 17 Up 18
14:59:25.0 14 Up 15
03:39:00.0 10 Down 5
22:36:49.0 12 Down 10
17:25:54.0 15 Down 2
12:36:53.0 17 Down 15
07:29:20.0 11 Up 20
05:07:00.0 4 Down 1
03:39:06.0 19 Up 20
14:55:03.0 11 Up 18
02:37:59.0 8 Down 2
11:55:43.0 17 Up 20
07:28:19.0 3 Down 1
10:20:41.0 14 Up 16
18:09:31.0 12 Down 1
06:31:46.0 18 Down 16
17:28:50.0 6 Up 12
14:45:42.0 21 Down 17
23:52:44.0 1 Up 20
02:09:49.0 21 Down 19
07:20:11.0 7 Down 1
01:23:13.0 4 Up 12
13:08:44.0 15 Up 18
04:04:11.0 3 Up 21
04:30:47.0 11 Up 16
19:40:15.0 12 Up 20
06:49:02.0 19 Up 20
06:29:16.0 3 Up 18
08:38:24.0 7 Up 9
22:19:45.0 18 Down 3
23:49:46.0 17 Down 11
04:49:13.0 13 Up 19
00:54:59.0 20 Up 21
11:44:56.0 18 Down 12
04:25:46.0 7 Up 19
01:53:07.0 11 Down 7
08:52:07.0 9 Down 5
08:16:43.0 15 Up 21
22:47:22.0 14 Down 1
05:10:30.0 6 Up 9
04:26:06.0 11 Up 20
14:27:09.0 5 Down 3
00:36:03.0 11 Down 8
08:12:30.0 21 Up 22
08:16:58.0 11 Down 6
07:24:24.0 15 Down 1
10:35:55.0 8 Up 21
16:57:41.0 10 Down 6
01:16:19.0 11 Up 15
06:15:51.0 1 Up 19
23:21:39.0 7 Up 18
10:45:55.0 21 Up 22
05:50:31.0 19 Up 20
17:12:35.0 13 Up 19
12:20:40.0 17 Down 1
22:31:25.0 9 Down 3
22:11:11.0 15 Down 2
08:01:09.0 10 Up 20
22:50:15.0 20 Down 3
19:28:47.0 12 Down 6
11:45:10.0 14 Up 21
22:23:59.0 2 Down 1
21:28:01.0 19 Down 4
05:13:01.0 19 Down 16
01:22:50.0 1 Up 13
08:50:38.0 4 Down 2
13:45:39.0 12 Down 3
08:59:33.0 2 Down 1
13:05:10.0 12 Up 16
11:30:05.0 19 Up 21
04:27:40.0 3 Down 1
16:37:11.0 14 Down 12
03:10:17.0 16 Up 17
10:30:52.0 8 Up 20
06:33:16.0 6 Down 3
08:26:31.0 7 Up 10
09:56:25.0 14 Up 21
21:21:24.0 8 Up 18
08:35:08.0 9 Down 7
22:56:40.0 15 Up 16
05:23:23.0 11 Up 18
09:07:05.0 3 Down 1
15:31:14.0 8 Down 5
09:52:08.0 8 Down 4
03:21:47.0 4 Down 2
08:25:59.0 5 Up 21
19:11:00.0 16 Up 21
08:30:27.0 18 Down 15
15:20:28.0 6 Down 1
19:18:17.0 15 Up 16
19:07:52.0 20 Down 13
13:11:27.0 17 Up 21
06:29:45.0 6 Down 2
20:15:21.0 3 Down 1
15:44:24.0 16 Down 1
22:52:47.0 11 Up 12
13:25:26.0 4 Down 1
23:29:44.0 17 Down 7
22:31:56.0 10 Down 6
19:34:22.0 16 Down 3
10:21:38.0 5 Up 19
17:06:41.0 6 Up 19
06:45:48.0 2 Down 1
09:05:35.0 14 Down 8
11:08:24.0 3 Down 1
00:57:00.0 6 Down 4
16:41:34.0 14 Down 11
02:59:44.0 17 Up 19
19:19:42.0 21 Down 17
17:51:55.0 19 Up 21
16:39:21.0 12 Up 17
12:02:23.0 2 Down 1
17:47:56.0 6 Up 11
23:59:03.0 8 Up 13
18:20:52.0 9 Up 12
06:15:19.0 3 Down 1
20:50:33.0 17 Down 5
18:38:41.0 9 Up 14
13:40:29.0 9 Down 2
22:46:05.0 7 Down 2
04:41:47.0 3 Up 16
08:33:04.0 21 Down 17
05:32:15.0 9 Up 20
03:06:39.0 10 Down 2
08:09:38.0 18 Up 20
20:43:43.0 7 Down 4
06:56:52.0 1 Up 2
23:27:55.0 18 Down 1
06:06:30.0 18 Down 16
04:27:01.0 3 Down 1
21:15:55.0 7 Down 2
20:57:49.0 17 Up 19
21:47:11.0 15 Up 16
13:54:08.0 5 Down 3
21:44:47.0 10 Down 8
08:31:04.0 20 Down 14
15:31:49.0 16 Up 17
08:44:55.0 4 Up 13
07:07:28.0 12 Up 19
14:28:18.0 21 Up 22
23:17:01.0 12 Down 7
20:43:56.0 5 Down 3
23:45:38.0 4 Up 12
15:49:08.0 17 Up 19
00:39:06.0 4 Down 1
02:09:57.0 5 Up 10
06:26:08.0 13 Down 1
07:46:46.0 8 Down 3
18:46:53.0 11 Up 17
00:55:28.0 14 Down 9
03:02:43.0 3 Up 15
02:31:08.0 15 Down 12
00:21:07.0 3 Up 5
04:28:04.0 6 Up 15
18:11:02.0 7 Up 10
08:03:15.0 16 Down 13
02:37:07.0 19 Up 21
11:51:32.0 16 Down 4
14:04:31.0 13 Down 2
04:38:11.0 18 Up 21
20:11:34.0 3 Up 17
09:43:36.0 10 Down 6
00:13:00.0 1 Up 7
05:13:14.0 21 Up 22
08:21:00.0 17 Up 19
18:26:25.0 7 Down 3
16:32:03.0 21 Down 5
21:23:53.0 3 Down 1
22:43:53.0 5 Up 18
10:37:25.0 13 Down 4
03:22:12.0 17 Up 19
15:06:26.0 8 Down 3
13:25:30.0 6 Down 2
11:55:22.0 14 Down 12
09:34:00.0 14 Down 10
02:41:24.0 2 Up 15
05:29:03.0 20 Up 21
11:05:12.0 21 Up 22
17:24:09.0 10 Down 2
04:15:41.0 1 Up 3
09:23:29.0 6 Up 13
05:42:32.0 18 Up 21
20:48:43.0 10 Up 17
00:56:18.0 20 Down 13
19:17:38.0 6 Down 1
13:48:47.0 1 Up 9
05:54:23.0 18 Down 3
12:45:37.0 2 Down 1
17:22:11.0 4 Down 2
07:38:38.0 10 Up 12
22:00:15.0 15 Up 18
12:18:18.0 10 Up 13
21:31:09.0 15 Up 16
06:45:09.0 15 Down 11
20:33:15.0 16 Down 7
23:56:10.0 5 Up 18
21:53:25.0 20 Down 2
06:42:55.0 20 Up 21
13:50:51.0 18 Down 5
13:57:56.0 19 Up 21
11:06:06.0 3 Down 1
19:52:00.0 2 Down 1
00:15:16.0 12 Up 15
02:49:12.0 3 Up 21
18:45:35.0 2 Down 1
15:33:52.0 8 Up 11
13:02:44.0 19 Down 5
19:28:00.0 20 Down 12
00:33:39.0 3 Down 1
12:57:46.0 5 Down 2
23:24:32.0 21 Down 4
09:59:13.0 2 Up 3
01:05:53.0 12 Down 5
08:49:29.0 12 Down 7
07:48:23.0 10 Down 5
10:36:15.0 8 Up 10
08:32:29.0 8 Down 5
22:27:55.0 13 Up 14
06:24:24.0 15 Up 20
18:31:05.0 4 Down 2
05:45:39.0 20 Down 13
23:06:22.0 12 Down 1
02:12:07.0 7 Up 16
00:45:03.0 11 Down 4
08:21:47.0 7 Down 4
10:33:50.0 13 Down 6
05:53:43.0 18 Down 12
05:59:26.0 11 Down 1
23:48:03.0 12 Up 17
21:39:00.0 9 Down 4
20:44:57.0 18 Down 12
18:45:54.0 6 Up 10
08:45:38.0 19 Up 20
01:31:07.0 5 Up 14
13:37:53.0 18 Down 14
06:02:40.0 2 Up 17
09:26:23.0 2 Down 1
07:26:05.0 21 Down 12
00:17:59.0 16 Down 1
05:42:39.0 6 Up 17
12:22:51.0 19 Down 6
07:42:30.0 4 Down 1
10:56:50.0 5 Down 1
13:28:39.0 15 Down 10
04:43:19.0 8 Up 11
03:55:42.0 5 Up 7
14:16:51.0 20 Down 13
13:25:28.0 13 Down 2
12:12:13.0 7 Up 10
20:20:42.0 2 Up 3
17:10:03.0 16 Down 3
14:20:45.0 7 Up 10
04:20:40.0 12 Up 20
02:25:51.0 2 Down 1
16:44:57.0 20 Up 21
13:02:03.0 19 Down 10
08:35:21.0 1 Up 9
12:20:04.0 13 Down 1
07:01:25.0 16 Down 3
09:02:41.0 17 Up 19
09:13:14.0 17 Up 19
12:03:52.0 4 Down 2
23:18:21.0 13 Up 16
11:44:56.0 19 Up 21
17:44:53.0 1 Up 2
07:11:56.0 7 Up 8
19:09:52.0 18 Up 19
23:02:34.0 15 Up 20
10:42:22.0 15 Up 21
00:25:18.0 6 Down 3
06:17:20.0 5 Up 6
04:47:28.0 10 Up 21
14:56:46.0 9 Up 19
07:21:52.0 8 Down 6
23:52:00.0 18 Up 20
12:18:04.0 21 Up 22
03:28:22.0 6 Up 16
18:03:51.0 10 Down 6
01:46:07.0 20 Up 21
11:56:05.0 17 Up 20
23:14:09.0 9 Down 7
14:44:02.0 3 Down 1
18:35:59.0 6 Up 9
15:03:00.0 4 Down 2
03:46:13.0 19 Up 21
05:54:48.0 6 Up 20
07:30:04.0 2 Up 19
23:16:05.0 14 Up 18
08:38:46.0 1 Up 13
14:11:55.0 16 Up 18
18:27:40.0 16 Up 20
19:02:54.0 19 Down 9
00:37:58.0 18 Up 19
03:07:49.0 11 Down 1
18:22:27.0 17 Down 2
17:06:58.0 17 Up 20
20:25:50.0 7 Up 19
09:20:23.0 4 Down 1
18:16:07.0 16 Up 21
17:29:36.0 18 Down 10
00:08:24.0 14 Up 20
23:46:26.0 3 Down 1
12:03:51.0 13 Up 20
15:16:43.0 18 Up 20
22:17:15.0 17 Up 18
02:42:14.0 21 Up 22
10:05:20.0 8 Down 3
03:24:47.0 15 Up 20
06:16:26.0 6 Down 3
20:04:17.0 10 Down 8
02:54:37.0 10 Up 19
13:38:48.0 6 Up 8
07:14:19.0 15 Up 17
07:56:25.0 20 Up 21
11:56:25.0 5 Down 1
18:50:43.0 13 Up 21
06:48:34.0 20 Up 21
01:40:32.0 5 Down 2
07:21:59.0 11 Down 2
04:02:59.0 21 Up 22
12:07:30.0 8 Up 16
10:41:37.0 17 Up 21
16:13:58.0 17 Up 18
21:54:30.0 14 Down 3
06:44:17.0 12 Up 18
17:45:57.0 13 Down 2
04:52:43.0 18 Down 11
09:59:45.0 6 Down 1
10:46:43.0 17 Up 18
02:02:39.0 19 Down 9
07:55:22.0 13 Up 19
17:51:12.0 20 Up 21
02:25:49.0 8 Up 15
18:17:46.0 15 Up 19
17:10:38.0 6 Up 18
17:13:04.0 9 Up 21
20:12:56.0 3 Up 17
01:43:49.0 11 Up 16
20:24:55.0 9 Down 1
20:43:17.0 14 Down 2
02:44:11.0 12 Down 10
00:28:36.0 1 Up 17
16:25:41.0 15 Up 21
15:04:43.0 2 Down 1
07:00:47.0 21 Up 22
18:39:47.0 16 Up 20
07:54:42.0 3 Up 20
23:23:45.0 20 Up 21
04:58:14.0 6 Down 1
11:56:35.0 21 Down 17
03:03:11.0 18 Down 6
07:13:30.0 10 Down 6
05:21:31.0 20 Down 10
21:25:33.0 12 Down 6
19:57:44.0 6 Down 2
12:13:48.0 10 Up 11
05:49:45.0 2 Down 1
05:16:15.0 5 Down 2
01:36:21.0 6 Up 15
06:01:04.0 20 Up 21
18:30:25.0 8 Down 6
20:04:05.0 20 Down 6
13:56:27.0 2 Up 18
01:36:12.0 11 Down 6
01:09:19.0 1 Up 2
05:51:16.0 4 Up 14
21:21:08.0 4 Up 17
00:58:47.0 10 Down 5
13:23:53.0 12 Down 3
23:23:21.0 17 Down 11
14:23:55.0 2 Up 18
07:40:55.0 11 Down 1
09:01:53.0 10 Down 1
18:58:49.0 18 Up 20
03:10:55.0 20 Up 21
10:42:22.0 13 Down 11
23:54:49.0 6 Down 4
05:38:54.0 14 Up 21
20:54:54.0 3 Down 1
13:10:04.0 13 Down 10
08:15:53.0 12 Down 8
19:04:32.0 18 Down 16
11:17:40.0 15 Down 9
03:37:48.0 16 Up 19
20:55:02.0 14 Down 11
14:11:47.0 7 Down 3
06:17:45.0 16 Down 6
02:47:18.0 20 Down 13
04:03:12.0 4 Up 18
00:04:40.0 12 Up 15
01:02:09.0 5 Down 1
05:30:45.0 10 Up 13
14:44:56.0 19 Down 11
15:26:08.0 12 Up 15
06:21:43.0 16 Down 14
08:50:11.0 1 Up 16
19:56:59.0 7 Up 13
16:08:40.0 16 Down 2
11:35:31.0 14 Down 8
20:08:07.0 1 Up 14
04:08:07.0 2 Down 1
01:47:53.0 9 Down 3
09:00:47.0 9 Up 10
06:28:45.0 6 Down 4
08:48:13.0 16 Up 21
06:04:28.0 15 Down 6
03:21:56.0 14 Up 20
12:52:01.0 1 Up 10
12:08:32.0 2 Down 1
19:15:47.0 15 Up 16
01:08:32.0 16 Down 10
23:26:17.0 2 Up 17
14:29:32.0 21 Down 18
22:53:54.0 14 Up 17
13:23:55.0 1 Up 10
12:11:14.0 13 Up 18
10:45:37.0 3 Down 1
01:52:07.0 5 Up 10
11:31:13.0 15 Down 11
17:52:10.0 6 Down 4
13:29:46.0 20 Down 1
04:59:19.0 15 Down 3
17:26:03.0 11 Down 3
15:43:52.0 1 Up 20
00:58:47.0 14 Down 11
11:10:28.0 18 Up 21
23:19:44.0 17 Down 5
21:00:19.0 12 Down 10
11:00:10.0 21 Down 8
17:10:37.0 9 Up 14
00:25:16.0 5 Up 6
17:26:30.0 6 Up 13
22:08:38.0 20 Up 21
22:14:41.0 14 Up 19
22:52:38.0 21 Up 22
15:03:39.0 13 Up 14
05:23:25.0 17 Up 18
16:55:41.0 18 Down 7
20:43:13.0 3 Down 1
05:01:54.0 2 Up 21
22:43:36.0 16 Down 12
19:26:57.0 20 Down 3
06:13:31.0 18 Up 20
23:04:56.0 10 Down 8
20:06:04.0 6 Up 17
14:22:35.0 15 Up 16
13:46:34.0 4 Up 16
03:27:55.0 9 Down 6
11:02:49.0 1 Up 5
04:36:44.0 8 Down 5
15:47:18.0 1 Up 4
03:13:49.0 15 Down 8
05:31:39.0 1 Up 16
06:01:39.0 16 Up 19
12:19:54.0 6 Up 9
03:40:28.0 4 Up 6
04:22:13.0 6 Up 15
14:38:00.0 8 Down 4
04:51:08.0 19 Up 20
12:52:47.0 19 Down 11
06:11:13.0 12 Up 14
21:41:45.0 18 Up 21
00:22:35.0 19 Up 21
19:57:25.0 4 Up 13
20:14:45.0 4 Down 1
09:30:42.0 1 Up 12
06:46:52.0 14 Up 19
06:57:45.0 18 Down 10
01:49:53.0 16 Down 2
19:04:43.0 9 Up 13
21:08:18.0 8 Up 17
00:45:00.0 7 Down 5
15:34:23.0 15 Up 21
04:26:02.0 11 Down 6
13:26:30.0 17 Down 10
19:43:34.0 10 Up 14
08:37:14.0 1 Up 20
13:54:03.0 21 Up 22
03:49:42.0 19 Up 20
01:31:22.0 1 Up 13
14:45:00.0 20 Down 15
04:48:43.0 6 Up 8
00:02:08.0 1 Up 20
09:29:01.0 3 Up 10
13:25:22.0 11 Down 5
15:53:56.0 8 Up 21
18:12:01.0 16 Down 7
09:11:16.0 16 Down 12
14:40:52.0 5 Down 2
23:21:10.0 21 Up 22
14:19:28.0 5 Down 3
20:25:06.0 5 Down 2
16:27:43.0 9 Up 11
01:59:23.0 18 Up 20
11:39:06.0 10 Down 3
03:45:36.0 20 Up 21
14:40:34.0 7 Down 3
22:35:19.0 10 Down 5
16:33:32.0 20 Up 21
21:06:26.0 13 Up 21
23:59:18.0 5 Down 2
09:26:28.0 16 Up 17
00:04:26.0 14 Up 17
20:29:30.0 1 Up 12
00:07:47.0 19 Up 20
06:15:58.0 18 Down 2
12:11:05.0 21 Down 6
04:26:33.0 17 Up 20
11:42:33.0 7 Down 1
19:25:52.0 6 Up 18
07:15:27.0 15 Up 20
01:10:07.0 13 Up 18
14:27:21.0 11 Down 7
13:59:29.0 9 Up 14
18:37:16.0 21 Down 14
06:05:02.0 7 Up 18
10:56:33.0 20 Up 21
10:36:40.0 13 Up 15
01:16:13.0 9 Down 7
11:55:11.0 9 Up 15
13:34:09.0 9 Up 10
07:16:50.0 12 Down 3
09:22:57.0 1 Up 12
23:30:14.0 12 Up 15
22:42:31.0 9 Up 11
01:33:55.0 6 Up 13
12:36:20.0 14 Down 11
11:34:28.0 1 Up 12
01:05:46.0 20 Up 21
